resistance_mechanism,RPKM,Sample
antibiotic inactivation,1.601360559,368281369
antibiotic inactivation,0.234024778,368281369
antibiotic target replacement,1.477753235,368281369
antibiotic target alteration,17.35971169,368281369
antibiotic target replacement,8.533300542,368281369
antibiotic inactivation,1.199039191,368281369
antibiotic efflux,2.000116049,368281369
antibiotic efflux,0.77908759,368281369
antibiotic target alteration,1.099134368,368281369
antibiotic inactivation,1.246540144,368281369
antibiotic inactivation,1.200598861,368281369
antibiotic efflux,0.297953498,368281369
antibiotic inactivation,28.24150627,368281369
antibiotic efflux,3.907991967,368281369
antibiotic target replacement,24.43218682,368281369
antibiotic efflux,2.675906175,368281369
antibiotic efflux,11.87675748,368281369
antibiotic efflux,8.683729049,368281369
antibiotic inactivation,0.517631077,368281369
antibiotic efflux,0.445842825,368281369
antibiotic target protection,13.11543771,368281369
antibiotic efflux,13.18782811,368281369
antibiotic efflux,1.950973149,368281369
antibiotic inactivation,0.939699493,368281369
antibiotic target protection,3.761112503,368281369
antibiotic inactivation,0.86947284,368281369
antibiotic inactivation,1.820278819,368281369
antibiotic efflux,3.09828456,368281369
antibiotic efflux,3.565007804,368281369
antibiotic inactivation,2.389455923,368281369
antibiotic efflux,0.615420323,368281369
antibiotic efflux,1.071587141,368281369
antibiotic efflux,0.458868283,368281369
antibiotic target replacement,3.560744715,368281369
antibiotic efflux,1.035262153,368281369
antibiotic inactivation,1.613446299,368281369
antibiotic efflux,2.281013292,368281369
antibiotic efflux,1.035262153,368281369
antibiotic target protection,1.115624969,368281369
antibiotic efflux,15.27011676,368281369
antibiotic efflux,0.27207335,368281369
antibiotic inactivation,0.343148691,368281369
antibiotic efflux,0.40488946,368281369
antibiotic target replacement,0.37703992,368281369
antibiotic efflux,0.151189275,368281369
antibiotic inactivation,2.786941462,368281369
antibiotic efflux,1.176887612,368281369
antibiotic efflux,0.532678492,368281369
antibiotic efflux,1.32783624,368281369
antibiotic inactivation,0.688877448,368281369
antibiotic efflux,3.075994743,368281369
antibiotic efflux,1.003254048,368281369
antibiotic inactivation,0.204282498,368281369
antibiotic inactivation,0.318127433,368281369
antibiotic inactivation,0.597363981,368281369
antibiotic target alteration,0.490606161,368281369
antibiotic efflux,2.67620603,368281369
antibiotic inactivation,1.102535506,368281369
antibiotic inactivation,0.228765794,368281369
antibiotic inactivation,2.699689151,368281369
antibiotic efflux,2.749791141,368281369
antibiotic inactivation,0.486696949,368281369
antibiotic efflux,0.275550979,368281369
antibiotic target alteration,0.921274013,368281369
antibiotic efflux,3.022538575,368281369
antibiotic efflux,1.08794725,368281369
antibiotic inactivation,0.939699493,368281369
antibiotic efflux,0.468648085,368281369
antibiotic inactivation,3.465558414,368281369
antibiotic inactivation,6.064727224,368281369
antibiotic efflux,1.458463874,368281369
antibiotic inactivation,0.484765611,368281369
antibiotic target protection,0.858944068,368281369
antibiotic target alteration,0.668764238,368281369
antibiotic inactivation,34.87056514,368281369
antibiotic efflux,0.833456665,368281369
antibiotic efflux,0.560371257,368281369
antibiotic inactivation,1.138145349,368281369
antibiotic efflux,0.316479104,368281369
antibiotic inactivation,0.425647854,368281369
antibiotic efflux; reduced permeability to antibiotic,1.431573446,368281369
antibiotic inactivation,0.740369297,368281369
antibiotic efflux,0.80068028,368281369
antibiotic efflux,15.2847014,368281369
antibiotic efflux,0.135433408,368281369
antibiotic efflux,1.149749968,368281369
antibiotic efflux,0.951903382,368281369
antibiotic efflux,3.955687389,368281369
antibiotic target replacement,2.319511407,368281369
antibiotic inactivation,41.37010356,368281369
antibiotic inactivation,3.933211893,368281369
antibiotic inactivation,0.904895808,368281369
antibiotic target replacement,2.706096641,368281369
antibiotic efflux,0.535793571,368281369
antibiotic inactivation,11.19808562,368281369
antibiotic efflux,3.675638725,368281369
antibiotic inactivation,0.918503264,368281369
antibiotic efflux,1.037019814,368281369
antibiotic inactivation,10.0246568,368281369
antibiotic efflux,1.679712844,368281369
antibiotic efflux,1.197656216,368281369
antibiotic target alteration,0.756414453,368281369
antibiotic target protection,0.477191149,368281369
antibiotic efflux,4.929722734,368281369
antibiotic efflux,11.63437467,368281369
antibiotic efflux,4.48144731,368281369
antibiotic efflux,19.88389473,368281369
antibiotic efflux,2.754291617,368281369
antibiotic efflux,13.606738,368281369
antibiotic efflux,0.76571463,368281369
antibiotic inactivation,0.839594049,368281369
antibiotic target protection,0.85626823,368281369
antibiotic inactivation,0.828209723,368281369
antibiotic efflux,2.245605406,368281369
antibiotic target alteration,0.647496117,368281369
antibiotic efflux,1.081070213,368281369
antibiotic inactivation,1.064119635,368281369
antibiotic efflux,4.872177332,368281369
antibiotic inactivation,2.645217077,368281369
antibiotic efflux,1.246540144,368281369
antibiotic efflux,2.208427923,368281369
antibiotic inactivation,2.197139102,368281369
antibiotic efflux,0.628615441,368281369
antibiotic efflux,0.240001835,368281369
antibiotic inactivation,0.570845486,368281369
antibiotic inactivation,0.56555988,368281369
antibiotic target protection,1.136380782,368281369
antibiotic efflux,0.471057586,368281369
antibiotic inactivation,2.757104415,368281369
antibiotic inactivation,0.696735365,368281369
antibiotic inactivation,1.850923244,368281369
antibiotic efflux,25.40515001,368281369
antibiotic efflux,0.2106223,368281369
antibiotic efflux,0.105493035,368281369
antibiotic efflux,2.865503392,368281369
antibiotic efflux,3.30495513,368281369
antibiotic efflux,0.361422882,368281369
antibiotic efflux,0.918503264,368281369
antibiotic efflux,0.15346851,368281369
antibiotic inactivation,0.44261208,368281369
antibiotic efflux,0.798437478,368281369
antibiotic efflux,23.73116923,368281369
antibiotic efflux,7.792158347,368281369
antibiotic inactivation,0.70477462,368281369
antibiotic efflux,15.62115393,368281369
antibiotic efflux,6.184618167,368281369
antibiotic inactivation,0.389047561,368281369
antibiotic efflux,3.577935308,368281369
antibiotic inactivation,0.683736571,368281369
antibiotic inactivation,4.33595908,368281369
antibiotic target alteration; antibiotic efflux,5.05761829,368281369
antibiotic inactivation,3.021648546,368281369
antibiotic efflux,6.189798763,368281369
antibiotic efflux,0.5944571,368281369
antibiotic target alteration; antibiotic target replacement,44.48422664,368281369
antibiotic inactivation,0.646354149,368281369
antibiotic target replacement,1.69667964,368281369
antibiotic inactivation,0.459251632,368281369
antibiotic inactivation,3.674013055,368281369
antibiotic target alteration,0.445842825,368281369
antibiotic inactivation,2.036015568,368281369
antibiotic inactivation,0.293656092,368281369
antibiotic inactivation,1.13111976,368281369
antibiotic inactivation,1.13111976,368281369
antibiotic inactivation,0.28277994,368281369
antibiotic inactivation,0.860288268,368281369
antibiotic target protection,2.924663247,368281369
antibiotic inactivation,0.431664078,368281369
antibiotic inactivation,0.464490244,368281369
antibiotic inactivation,0.220507101,368281369
antibiotic inactivation,0.222921413,368281369
reduced permeability to antibiotic,1.628812454,368281369
antibiotic target alteration,0.678671856,368281369
antibiotic inactivation,9.938516671,368281369
antibiotic inactivation,0.411316276,368281369
antibiotic inactivation,7.298923734,368281369
antibiotic target replacement,1.932926172,368281369
antibiotic target alteration,5.463369145,368281369
antibiotic efflux,0.568190391,368281369
antibiotic efflux,0.140414867,368281369
antibiotic efflux,0.743372824,368281369
antibiotic efflux,0.555276973,368281369
antibiotic efflux,2.65567248,368281369
antibiotic efflux,2.751372389,368281369
antibiotic efflux,17.90289551,368281369
antibiotic inactivation,0.616974415,368281369
antibiotic efflux,7.026956385,368281369
antibiotic efflux,1.055711776,368281369
reduced permeability to antibiotic,5.049318609,368281369
antibiotic target alteration,1.912084186,368281369
reduced permeability to antibiotic,1.165022532,368281369
antibiotic target alteration,0.88522416,368281369
antibiotic efflux,1.17012389,368281369
antibiotic target alteration; antibiotic efflux,5.726293785,368281369
antibiotic efflux,2.95550647,368281369
antibiotic target protection,0.250843807,368281369
antibiotic efflux,0.305402335,368281369
antibiotic inactivation,0.40993602,368281369
antibiotic efflux,2.201097911,368281369
antibiotic inactivation,0.30693702,368281369
antibiotic inactivation,0.319793021,368281369
antibiotic inactivation,0.319793021,368281369
antibiotic inactivation,0.318127433,368281369
antibiotic inactivation,0.159063716,368281369
antibiotic inactivation,0.178077163,368281369
antibiotic inactivation,0.399218739,368281369
antibiotic inactivation,3.623417536,368281369
antibiotic inactivation,0.484765611,368281369
antibiotic inactivation,0.323177074,368281369
antibiotic inactivation,0.399218739,368281369
antibiotic inactivation,1.27250973,368281369
antibiotic inactivation,0.795318581,368281369
antibiotic inactivation,1.908764595,368281369
antibiotic inactivation,0.480948559,368281369
antibiotic inactivation,0.921969314,368281369
antibiotic inactivation,1.332664735,368281369
antibiotic inactivation,3.457384927,368281369
antibiotic inactivation,0.686297382,368281369
antibiotic inactivation,0.888443157,368281369
antibiotic inactivation,0.444221578,368281369
antibiotic inactivation,1.581371315,368281369
antibiotic inactivation,0.790685657,368281369
antibiotic inactivation,0.638471781,368281369
antibiotic inactivation,3.267679307,368281369
antibiotic inactivation,1.005439787,368281369
antibiotic inactivation,1.178401293,368281369
antibiotic inactivation,0.948454457,368281369
antibiotic inactivation,2.364405176,368281369
antibiotic inactivation,2.988646705,368281369
antibiotic inactivation,0.203601557,368281369
antibiotic efflux,3.39335928,368281369
antibiotic efflux,9.04895808,368281369
antibiotic efflux,1.108314926,368281369
antibiotic efflux,1.147051024,368281369
antibiotic target alteration,13.8368206,368281369
antibiotic target alteration,1.728130287,368281369
antibiotic efflux,0.557303531,368281369
antibiotic target alteration; antibiotic target replacement,42.19543637,368281369
antibiotic target protection,0.336222754,368281369
antibiotic target protection,0.336840811,368281369
antibiotic target alteration,3.915414554,368281369
antibiotic target protection,0.251359947,368281369
antibiotic target alteration,0.462730811,368281369
antibiotic inactivation,9.162070056,368281369
antibiotic target protection,0.19087646,368281369
antibiotic target protection,0.19087646,368281369
antibiotic inactivation,0.471057586,368281369
antibiotic inactivation,0.254501946,368281369
antibiotic inactivation,1.030893958,368281369
antibiotic target protection,3.80168882,368281369
antibiotic inactivation,0.459251632,368281369
antibiotic inactivation,0.606759606,368281369
antibiotic inactivation,0.477191149,368281369
antibiotic inactivation,0.234024778,368281369
antibiotic inactivation,2.366313493,368281369
antibiotic efflux,0.193906245,368281369
antibiotic inactivation,0.658194688,368281369
antibiotic target protection,1.493664446,368281370
antibiotic inactivation,193.3228554,368281370
antibiotic efflux,1.336150741,368281370
antibiotic efflux,2.831918718,368281370
antibiotic efflux,12.41356263,368281370
antibiotic efflux,0.856506885,368281370
antibiotic efflux,3.251694281,368281370
antibiotic efflux,1.570262623,368281370
antibiotic target replacement,6.6405082,368281370
antibiotic efflux,1.505907597,368281370
antibiotic efflux,0.716260144,368281370
antibiotic efflux,0.713478551,368281370
antibiotic efflux,9.993177612,368281370
antibiotic efflux,3.340376852,368281370
antibiotic efflux,1.043867766,368281370
antibiotic efflux,1.040910634,368281370
antibiotic inactivation,2.560567622,368281370
antibiotic inactivation,5.211935514,368281370
antibiotic inactivation,17.92397335,368281370
antibiotic efflux,2.841042168,368281370
antibiotic efflux,5.224286072,368281370
antibiotic efflux,7.41236362,368281370
antibiotic target alteration,2.605967757,368281370
antibiotic inactivation,2.551676762,368281370
antibiotic target alteration,10.31414607,368281370
antibiotic target replacement,6.754438487,368281370
antibiotic target alteration,2.833738718,368281370
antibiotic inactivation,28.97387807,368281370
antibiotic target replacement,27.55810903,368281370
antibiotic target alteration,0.949461121,368281370
antibiotic efflux,3.149498175,368281370
antibiotic efflux,1.770802187,368281370
antibiotic target protection,8.265554174,368281370
antibiotic efflux,2.148780431,368281370
antibiotic target replacement,0.549239841,368281370
antibiotic efflux,2.075940416,368281370
antibiotic efflux,11.24820777,368281370
antibiotic efflux,3.273420523,368281370
antibiotic target replacement,6.804471365,368281370
antibiotic efflux,1.769949199,368281370
antibiotic efflux,1.068143761,368281370
antibiotic inactivation,5.085694861,368281370
antibiotic efflux,2.643463696,368281370
antibiotic efflux,1.420063589,368281370
antibiotic efflux,1.841811798,368281370
antibiotic efflux,8.523126504,368281370
antibiotic efflux,3.167598739,368281370
antibiotic efflux,0.757611245,368281370
antibiotic inactivation,10.42387103,368281370
antibiotic target protection,1.722381814,368281370
antibiotic inactivation,12.3394518,368281370
antibiotic efflux,1.903841729,368281370
antibiotic efflux,9.124620627,368281370
antibiotic inactivation,10.20670705,368281370
antibiotic inactivation,23.45370981,368281370
antibiotic inactivation,5.567294753,368281370
antibiotic efflux,2.685975539,368281370
antibiotic inactivation,14.69765815,368281370
antibiotic efflux,2.49535792,368281370
antibiotic inactivation,2.804896593,368281370
antibiotic target protection,1.148254543,368281370
antibiotic efflux,2.893239793,368281370
antibiotic efflux,12.17197362,368281370
antibiotic efflux,18.98089381,368281370
antibiotic efflux,16.587151,368281370
antibiotic inactivation,1.262685408,368281370
antibiotic target protection,3.389681307,368281370
antibiotic target alteration,1.298379695,368281370
antibiotic efflux,2.859466566,368281370
antibiotic inactivation,5.786479586,368281370
antibiotic efflux,1.748056393,368281370
antibiotic efflux,3.151298917,368281370
antibiotic inactivation,3.402235683,368281370
antibiotic inactivation,8.930868667,368281370
antibiotic inactivation,2.794231587,368281370
antibiotic efflux,24.38770711,368281370
antibiotic efflux,0.907262849,368281370
antibiotic efflux,7.363556187,368281370
antibiotic efflux,1.846439466,368281370
antibiotic efflux,2.735296182,368281370
antibiotic efflux,1.601052086,368281370
antibiotic efflux,19.01155217,368281370
antibiotic efflux,4.536314243,368281370
antibiotic inactivation,1.41323636,368281370
antibiotic efflux,11.96648412,368281370
antibiotic efflux,3.188980794,368281370
antibiotic inactivation,9.088657866,368281370
antibiotic efflux,4.612235821,368281370
antibiotic target alteration; antibiotic target replacement,43.28416093,368281370
antibiotic inactivation,2.762717697,368281370
antibiotic efflux,2.748938556,368281370
antibiotic inactivation,3.499442416,368281370
antibiotic inactivation,1.701117841,368281370
antibiotic inactivation,5.103353524,368281370
antibiotic target protection,4.693595212,368281370
reduced permeability to antibiotic,2.93953163,368281370
antibiotic inactivation,2.653006886,368281370
antibiotic inactivation,16.17666777,368281370
antibiotic target alteration,3.286596187,368281370
antibiotic efflux,9.755082842,368281370
reduced permeability to antibiotic,7.838751013,368281370
antibiotic target alteration,2.556114461,368281370
antibiotic target alteration,1.996964422,368281370
antibiotic inactivation,0.956878786,368281370
antibiotic inactivation,0.956878786,368281370
antibiotic inactivation,1.307620832,368281370
antibiotic inactivation,1.336150741,368281370
antibiotic inactivation,12.36041587,368281370
antibiotic efflux,10.20670705,368281370
antibiotic efflux,6.804471365,368281370
antibiotic target alteration,12.27015685,368281370
antibiotic target alteration,0.710718479,368281370
antibiotic target alteration; antibiotic target replacement,46.12365342,368281370
antibiotic target protection,4.045227013,368281370
antibiotic inactivation,6.768658358,368281370
antibiotic target protection,1.148254543,368281370
antibiotic inactivation,1.531006057,368281370
antibiotic target protection,2.541088892,368281370
antibiotic inactivation,2.433387111,368281370
antibiotic inactivation,6.439811554,368281482
antibiotic target protection,6.891383705,368281482
antibiotic efflux,0.800037938,368281482
antibiotic inactivation,0.169799719,368281482
antibiotic inactivation,245.5907402,368281482
antibiotic efflux,0.879425133,368281482
antibiotic efflux,1.566013126,368281482
antibiotic efflux,0.246049404,368281482
antibiotic efflux,4.405614323,368281482
antibiotic target protection,1.24671304,368281482
antibiotic efflux,1.442546283,368281482
antibiotic efflux,0.310490914,368281482
antibiotic inactivation,0.196394855,368281482
antibiotic efflux,1.980853427,368281482
antibiotic inactivation,6.712082998,368281482
antibiotic inactivation,0.486590239,368281482
antibiotic efflux,7.71960497,368281482
antibiotic efflux,1.003124492,368281482
antibiotic efflux,6.548173768,368281482
antibiotic efflux,1.392687402,368281482
antibiotic efflux,0.808971365,368281482
antibiotic efflux,0.156738202,368281482
antibiotic inactivation,0.948408611,368281482
antibiotic inactivation,0.341377445,368281482
antibiotic target replacement,5.891845661,368281482
antibiotic target protection,0.595462027,368281482
antibiotic efflux,0.525831387,368281482
antibiotic inactivation,0.427561259,368281482
antibiotic efflux,10.35778284,368281482
antibiotic inactivation,1.30406184,368281482
antibiotic efflux,7.581754882,368281482
antibiotic target protection,0.81503865,368281482
antibiotic efflux,0.762609263,368281482
antibiotic efflux,0.538868529,368281482
antibiotic efflux,0.379823837,368281482
antibiotic efflux,0.592755382,368281482
antibiotic efflux,0.797103814,368281482
antibiotic efflux,0.740944227,368281482
antibiotic target alteration,1.709444359,368281482
antibiotic efflux,4.43307141,368281482
antibiotic efflux,3.071666003,368281482
antibiotic target replacement,0.556340375,368281482
antibiotic target alteration,1.427804934,368281482
antibiotic inactivation,0.643451566,368281482
antibiotic inactivation,6.242849232,368281482
antibiotic inactivation,1.230247019,368281482
antibiotic inactivation,0.902464941,368281482
antibiotic inactivation,34.53264802,368281482
antibiotic efflux,5.545623803,368281482
antibiotic efflux,4.075193249,368281482
antibiotic efflux,2.129591861,368281482
antibiotic target protection,0.909810586,368281482
antibiotic target alteration,0.185763795,368281482
antibiotic inactivation,0.335234406,368281482
antibiotic inactivation,0.171587084,368281482
antibiotic efflux,0.377624085,368281482
antibiotic efflux,1.545096966,368281482
antibiotic target replacement,2.05904501,368281482
antibiotic efflux,7.26566635,368281482
antibiotic target alteration,5.056566317,368281482
antibiotic target alteration,5.317982679,368281482
antibiotic inactivation,2.930476044,368281482
antibiotic inactivation,0.212387922,368281482
antibiotic inactivation,0.9055985,368281482
antibiotic target replacement,0.525831387,368281482
antibiotic target alteration,12.58305284,368281482
antibiotic target replacement,14.14331775,368281482
antibiotic inactivation,0.484781353,368281482
antibiotic inactivation,0.237102153,368281482
antibiotic inactivation,0.451753524,368281482
antibiotic efflux,0.328479053,368281482
antibiotic inactivation,0.887116898,368281482
antibiotic efflux,0.835937077,368281482
antibiotic efflux,0.95419159,368281482
antibiotic inactivation,18.69622709,368281482
antibiotic efflux,1.85411636,368281482
antibiotic inactivation,2.385478975,368281482
antibiotic target replacement,11.17767291,368281482
antibiotic efflux,2.359730948,368281482
antibiotic inactivation,0.893193041,368281482
antibiotic inactivation,0.501562246,368281482
antibiotic efflux,0.650404908,368281482
antibiotic efflux,1.481888454,368281482
antibiotic efflux,23.41026676,368281482
antibiotic efflux,0.326832541,368281482
antibiotic inactivation,0.740944227,368281482
antibiotic target protection,11.33387079,368281482
antibiotic efflux,0.640816629,368281482
antibiotic target protection,26.33819479,368281482
antibiotic inactivation,0.341377445,368281482
antibiotic inactivation,2.590851337,368281482
antibiotic efflux,1.417458521,368281482
antibiotic efflux,1.522251175,368281482
antibiotic inactivation,0.515439462,368281482
antibiotic target alteration,0.532270139,368281482
antibiotic inactivation,0.45279925,368281482
antibiotic inactivation,1.11594534,368281482
antibiotic inactivation,0.472486174,368281482
antibiotic efflux,3.241089368,368281482
antibiotic efflux,0.272133105,368281482
antibiotic target replacement,1.559416251,368281482
antibiotic target protection,0.891835605,368281482
antibiotic efflux,1.473516203,368281482
antibiotic inactivation,1.476296422,368281482
antibiotic efflux,1.623313493,368281482
antibiotic efflux,2.368151041,368281482
antibiotic target protection,0.893193041,368281482
antibiotic efflux,10.31273394,368281482
antibiotic efflux,1.597403144,368281482
antibiotic inactivation,0.732619011,368281482
antibiotic target replacement,2.012441111,368281482
antibiotic inactivation,1.487523011,368281482
antibiotic efflux,1.947298508,368281482
antibiotic efflux,0.189543872,368281482
antibiotic efflux,1.98444193,368281482
antibiotic inactivation,0.245124406,368281482
antibiotic efflux,1.71998564,368281482
antibiotic efflux,0.702998296,368281482
antibiotic efflux,0.692979722,368281482
antibiotic efflux,0.67567971,368281482
antibiotic inactivation,0.676848706,368281482
antibiotic target replacement,1.387299829,368281482
antibiotic inactivation,1.481888454,368281482
antibiotic target alteration,2.356738264,368281482
antibiotic efflux,5.386342381,368281482
antibiotic efflux,3.360984123,368281482
antibiotic inactivation,0.235390224,368281482
antibiotic inactivation,0.470780448,368281482
antibiotic inactivation,1.080714232,368281482
antibiotic efflux,2.061017275,368281482
antibiotic inactivation,0.339599437,368281482
antibiotic inactivation,1.762245729,368281482
antibiotic efflux,1.882151109,368281482
antibiotic efflux; reduced permeability to antibiotic,2.608123679,368281482
antibiotic efflux,2.488667633,368281482
antibiotic inactivation,0.501562246,368281482
antibiotic target protection,3.041929241,368281482
antibiotic efflux,1.334078608,368281482
antibiotic inactivation,4.393116126,368281482
antibiotic inactivation,3.248552625,368281482
antibiotic inactivation,7.630149062,368281482
antibiotic inactivation,0.237102153,368281482
antibiotic efflux,2.366492355,368281482
antibiotic inactivation,0.343174168,368281482
antibiotic target protection,5.705270548,368281482
antibiotic target alteration,0.475934978,368281482
antibiotic inactivation,21.65326562,368281482
antibiotic target protection,2.679579123,368281482
antibiotic inactivation,0.248866763,368281482
antibiotic inactivation,10.73218595,368281482
antibiotic efflux,1.182439492,368281482
antibiotic efflux; reduced permeability to antibiotic,1.528197468,368281482
antibiotic efflux,3.663095055,368281482
antibiotic efflux,25.90686367,368281482
antibiotic efflux,4.098480067,368281482
antibiotic target replacement,0.825355595,368281482
antibiotic inactivation,29.82694633,368281482
antibiotic inactivation,2.222832681,368281482
antibiotic target replacement,0.825355595,368281482
antibiotic efflux,0.381304631,368281482
antibiotic inactivation,9.563120157,368281482
antibiotic efflux,15.00248134,368281482
antibiotic efflux,13.3948627,368281482
antibiotic inactivation,4.479601739,368281482
antibiotic efflux,7.987378768,368281482
antibiotic efflux,0.958869,368281482
antibiotic target alteration,0.807468631,368281482
antibiotic efflux,1.111416341,368281482
antibiotic efflux,0.339599437,368281482
antibiotic efflux,1.278492,368281482
antibiotic efflux,4.235633928,368281482
antibiotic efflux,33.74901241,368281482
antibiotic efflux,0.67567971,368281482
antibiotic efflux,1.855875483,368281482
antibiotic efflux,5.49265177,368281482
antibiotic efflux,38.38466624,368281482
antibiotic efflux,1.556572488,368281482
antibiotic efflux,25.53094573,368281482
antibiotic efflux,0.13252661,368281482
antibiotic efflux,0.88027318,368281482
antibiotic inactivation,0.227982839,368281482
antibiotic inactivation,0.672196825,368281482
antibiotic inactivation,0.47767833,368281482
antibiotic target protection,3.351560803,368281482
antibiotic inactivation,1.768219444,368281482
antibiotic efflux,0.958869,368281482
antibiotic efflux,9.000426807,368281482
antibiotic target alteration,10.59838244,368281482
antibiotic target protection,0.612235605,368281482
antibiotic efflux,1.442546283,368281482
antibiotic inactivation,0.454376948,368281482
antibiotic inactivation,0.426164,368281482
antibiotic efflux,3.551919408,368281482
antibiotic inactivation,0.679198875,368281482
antibiotic inactivation,3.080461039,368281482
antibiotic efflux,1.164340928,368281482
antibiotic efflux,1.178742862,368281482
antibiotic inactivation,2.814521956,368281482
antibiotic efflux,1.453928295,368281482
antibiotic efflux,1.402217032,368281482
antibiotic efflux,0.774690202,368281482
antibiotic inactivation,0.609374691,368281482
antibiotic inactivation,1.811197,368281482
antibiotic efflux,0.324393492,368281482
antibiotic inactivation,0.618038787,368281482
antibiotic efflux,0.502851609,368281482
antibiotic inactivation,4.301592874,368281482
antibiotic efflux,49.91210139,368281482
antibiotic efflux,0.562095621,368281482
antibiotic efflux,0.907173454,368281482
antibiotic efflux,2.252265699,368281482
antibiotic efflux,0.674514745,368281482
antibiotic efflux,2.092938755,368281482
antibiotic efflux,1.543268449,368281482
antibiotic efflux,0.653665083,368281482
antibiotic efflux,0.982961186,368281482
antibiotic efflux,1.14678805,368281482
antibiotic inactivation,0.470780448,368281482
antibiotic efflux,0.568218667,368281482
antibiotic target alteration; antibiotic efflux,0.818448853,368281482
antibiotic efflux,46.06540177,368281482
antibiotic efflux,4.293207703,368281482
antibiotic inactivation,1.253905615,368281482
antibiotic efflux,26.23112896,368281482
antibiotic inactivation,0.472486174,368281482
antibiotic efflux,7.167938752,368281482
antibiotic inactivation,0.460799237,368281482
antibiotic inactivation,1.038265796,368281482
antibiotic efflux,2.318938418,368281482
antibiotic inactivation,3.219905777,368281482
antibiotic target alteration; antibiotic efflux,7.890820049,368281482
antibiotic inactivation,5.068791603,368281482
antibiotic efflux,1.87006956,368281482
antibiotic target alteration; antibiotic target replacement,26.68673412,368281482
antibiotic inactivation,0.276284288,368281482
antibiotic inactivation,0.980497624,368281482
antibiotic inactivation,0.245124406,368281482
antibiotic inactivation,0.301866167,368281482
antibiotic inactivation,2.716795499,368281482
antibiotic inactivation,0.603732333,368281482
antibiotic target protection,1.200793591,368281482
antibiotic inactivation,0.921598473,368281482
antibiotic inactivation,1.412341343,368281482
reduced permeability to antibiotic,0.695499648,368281482
antibiotic inactivation,0.237102153,368281482
antibiotic inactivation,9.283152079,368281482
antibiotic inactivation,5.536111583,368281482
antibiotic target replacement,1.650711189,368281482
antibiotic target alteration,2.682774804,368281482
antibiotic efflux,0.303270195,368281482
antibiotic efflux,0.299784331,368281482
antibiotic efflux,0.264515586,368281482
antibiotic efflux,1.077737058,368281482
antibiotic efflux,1.167318782,368281482
antibiotic efflux,1.65232007,368281482
antibiotic efflux,1.174830486,368281482
antibiotic efflux,6.745147446,368281482
antibiotic efflux,3.462111079,368281482
reduced permeability to antibiotic,6.085621918,368281482
antibiotic target alteration,0.566983409,368281482
reduced permeability to antibiotic,0.355330202,368281482
reduced permeability to antibiotic,0.253708529,368281482
antibiotic target alteration,0.708729261,368281482
antibiotic efflux,0.749460827,368281482
antibiotic inactivation,0.482985867,368281482
antibiotic efflux,1.207464666,368281482
antibiotic target alteration,1.603354721,368281482
antibiotic inactivation,0.227188474,368281482
antibiotic inactivation,0.679198875,368281482
antibiotic inactivation,0.45123247,368281482
antibiotic inactivation,3.409311999,368281482
antibiotic inactivation,0.552568576,368281482
antibiotic inactivation,0.689979809,368281482
antibiotic inactivation,0.509399156,368281482
antibiotic inactivation,0.339599437,368281482
antibiotic inactivation,0.472486174,368281482
antibiotic inactivation,0.944972348,368281482
antibiotic inactivation,0.711306458,368281482
antibiotic inactivation,0.237102153,368281482
antibiotic inactivation,0.711306458,368281482
antibiotic inactivation,0.474204305,368281482
antibiotic inactivation,0.469086993,368281482
antibiotic inactivation,0.980497624,368281482
antibiotic inactivation,0.244206337,368281482
antibiotic inactivation,0.492098807,368281482
antibiotic inactivation,0.221779224,368281482
antibiotic inactivation,1.266079456,368281482
antibiotic inactivation,0.838624977,368281482
antibiotic efflux,1.436191453,368281482
antibiotic efflux,2.063388987,368281482
antibiotic efflux,7.244787998,368281482
antibiotic efflux,4.226126332,368281482
antibiotic inactivation,1.091265138,368281482
antibiotic efflux,1.840409854,368281482
antibiotic efflux,0.875209288,368281482
antibiotic efflux,5.127621797,368281482
antibiotic efflux,0.306117803,368281482
antibiotic target alteration,8.885980947,368281482
antibiotic target alteration,1.272255453,368281482
antibiotic efflux,0.118983744,368281482
antibiotic inactivation,0.538868529,368281482
antibiotic target alteration; antibiotic target replacement,38.72635202,368281482
antibiotic target protection,0.358916103,368281482
antibiotic target protection,0.4794345,368281482
antibiotic inactivation,5.147612525,368281482
antibiotic target protection,0.611278987,368281482
antibiotic target protection,0.101879831,368281482
antibiotic target protection,0.785579421,368281482
antibiotic inactivation,1.35839775,368281482
antibiotic target protection,2.525154323,368281482
antibiotic inactivation,0.490248812,368281482
antibiotic inactivation,1.528197468,368281482
antibiotic inactivation,0.749460827,368281482
antibiotic inactivation,0.947260416,368281482
antibiotic efflux,0.413987886,368281482
antibiotic target alteration,0.234122413,368281482
antibiotic inactivation,1.406447998,368281490
antibiotic target protection,4.16788858,368281490
antibiotic efflux,0.093187966,368281490
antibiotic inactivation,0.650984502,368281490
antibiotic inactivation,0.11866905,368281490
antibiotic inactivation,43.02848782,368281490
antibiotic efflux,0.702411023,368281490
antibiotic efflux,1.89041351,368281490
antibiotic efflux,0.17195817,368281490
antibiotic efflux,0.307898075,368281490
antibiotic target protection,0.871298569,368281490
antibiotic efflux,0.106221247,368281490
antibiotic inactivation,0.70759185,368281490
antibiotic efflux,0.50408092,368281490
antibiotic efflux,0.755285886,368281490
antibiotic inactivation,0.136026612,368281490
