Species,prevalence
Klebsiella quasipneumoniae,0.0
Acinetobacter bereziniae,0.0
Acinetobacter soli,0.0
Klebsiella michiganensis,0.0
Acinetobacter oleivorans,0.0
Psychrobacter sp. P11G3,0.0
Psychrobacter sp. G,0.0
Psychrobacter sp. AntiMn-1,0.0
Psychrobacter sp. DAB_AL43B,0.0
Psychrobacter sp. P11F6,0.0
Psychrobacter sp. P2G3,0.0
Psychrobacter sp. P11G5,0.0
Psychrobacter sp. PRwf-1,0.0
Psychrobacter arcticus,0.0
Psychrobacter urativorans,0.0
Psychrobacter cryohalolentis,0.0
Moraxella bovis,0.0
Klebsiella oxytoca,0.0
Pseudomonas balearica,0.0
Pseudomonas luteola,0.0
Pseudomonas xanthomarina,0.0
Pseudomonas sp. THAF7b,0.0
Pseudomonas sp. R2A2,0.0
Pseudomonas sp. LTJR-52,0.0
Rhizobium sp. Khangiran2,0.0
Rhizobium sp. TCK,0.0
Paenibacillus odorifer,0.0
Diaphorobacter sp. HDW4A,0.0
Acidovorax sp. JS42,0.0
Acidovorax sp. 1608163,0.0
Acidovorax sp. KKS102,0.0
Acidovorax sp. T1,0.0
Acidovorax ebreus,0.0
Variovorax sp. PAMC 28711,0.0
Variovorax paradoxus,0.0
Comamonas kerstersii,0.0
Comamonas testosteroni,0.0
Comamonas aquatica,0.0
Delftia tsuruhatensis,0.0
Delftia acidovorans,0.0
Diaphorobacter sp. HDW4B,0.0
Diaphorobacter sp. JS3050,0.0
Achromobacter sp. AONIH1,0.0
Diaphorobacter polyhydroxybutyrativorans,0.0
Ramlibacter tataouinensis,0.0
Roseateles depolymerans,0.0
Methylibium petroleiphilum,0.0
Mitsuaria sp. 7,0.0
Rhizobacter gummiphilus,0.0
Neisseria flavescens,0.0
Neisseria meningitidis,0.0
Neisseria sp. oral taxon 014,0.0
Neisseria subflava,0.0
Neisseria elongata,0.0
Neisseria mucosa,0.0
Enterobacter oligotrophica,0.0
Limnobacter sp. SAORIC-580,0.0
Enterobacter soli,0.0
Ralstonia pickettii,0.0
Ralstonia insidiosa,0.0
Achromobacter sp. B7,0.0
Achromobacter spanius,0.0
Achromobacter insolitus,0.0
Alcaligenes faecalis,0.0
Oligella urethralis,0.0
Massilia oculi,0.0
Massilia sp. WG5,0.0
Massilia sp. NR 4-1,0.0
Massilia putida,0.0
Massilia violaceinigra,0.0
Massilia armeniaca,0.0
Massilia plicata,0.0
Massilia flava,0.0
Massilia albidiflava,0.0
Massilia umbonata,0.0
Massilia lutea,0.0
Duganella sp. GN2-R2,0.0
Duganella sp. AF9R3,0.0
Janthinobacterium sp. 1_2014MBL_MicDiv,0.0
Janthinobacterium sp. LM6,0.0
Janthinobacterium agaricidamnosum,0.0
Herbaspirillum seropedicae,0.0
Burkholderia multivorans,0.0
Burkholderia lata,0.0
Cupriavidus taiwanensis,0.0
Enterobacter bugandensis,0.0
Cupriavidus metallidurans,0.0
Eikenella corrodens,0.0
Methyloversatilis sp. RAC08,0.0
Thauera sp. K11,0.0
Faecalibacterium prausnitzii,0.0
Oscillibacter valericigenes,0.0
Enterobacter sp. E76,0.0
Bacillus cereus,0.0
Bacillus thuringiensis,0.0
Bacillus mycoides,0.0
Bacillus subtilis,0.0
Bacillus circulans,0.0
Bacillus megaterium,0.0
Bacillus ciccensis,0.0
Bacillus marisflavi,0.0
Bacillus jeotgali,0.0
Bacillus pumilus,0.0
Bacillus butanolivorans,0.0
Bacillus flexus,0.0
Bacillus safensis,0.0
Bacillus altitudinis,0.0
Lysinibacillus sp. YS11,0.0
Lysinibacillus sp. SGAir0095,0.0
Leclercia sp. LSNIH1,0.0
Lysinibacillus sphaericus,0.0
Lysinibacillus fusiformis,0.0
Lysinibacillus varians,0.0
Oceanobacillus kimchii,0.0
Paenibacillus sp. FSL R5-0345,0.0
Paenibacillus sp. FSL H7-0357,0.0
Paenibacillus sp. FSL H7-0737,0.0
Paenibacillus sp. Y412MC10,0.0
Flavonifractor plautii,0.0
Paraclostridium bifermentans,0.0
Thauera sp. MZ1T,0.0
Paeniclostridium sordellii,0.0
Thauera chlorobenzoica,0.0
Thauera humireducens,0.0
Azospira sp. I09,0.0
Dechlorosoma suillum,0.0
Myxococcus xanthus,0.0
Myxococcus stipitatus,0.0
Corallococcus coralloides,0.0
Corallococcus macrosporus,0.0
Archangium gephyra,0.0
Melittangium boletus,0.0
Stigmatella aurantiaca,0.0
Cystobacter fuscus,0.0
Sorangium cellulosum,0.0
Hydrogenophilus thermoluteolus,0.0
Clostridium botulinum,0.0
Clostridium argentinense,0.0
Clostridium perfringens,0.0
Clostridium beijerinckii,0.0
Lacrimispora sphenoides,0.0
Lacrimispora saccharolytica,0.0
Lachnospiraceae bacterium GAM79,0.0
Lachnoclostridium phytofermentans,0.0
Blautia sp. SC05B48,0.0
Roseburia intestinalis,0.0
Anaerostipes hadrus,0.0
Anaerobutyricum hallii,0.0
Desulfitobacterium hafniense,0.0
Achromobacter sp. MFA1 R4,0.0
Achromobacter denitrificans,0.0
Rhizobium sp. S41,0.0
Ochrobactrum anthropi,0.0
Methylobacterium sp. 17Sr1-1,0.0
Methylobacterium sp. WL1,0.0
Methylobacterium sp. C1,0.0
Methylobacterium terrae,0.0
Methylobacterium nodulans,0.0
Methylobacterium brachiatum,0.0
Methylobacterium aquaticum,0.0
Methylobacterium durans,0.0
Methylobacterium mesophilicum,0.0
Methylobacterium currus,0.0
Microvirga ossetica,0.0
Methylorubrum populi,0.0
Methylorubrum extorquens,0.0
Ochrobactrum pituitosum,0.0
Achromobacter xylosoxidans,0.0
Ochrobactrum quorumnocens,0.0
Ochrobactrum pseudogrignonense,0.0
Bartonella apis,0.0
Xanthobacter autotrophicus,0.0
Azospirillum brasilense,0.0
Azospirillum sp. M2T2B2,0.0
Azospirillum sp. TSA2s,0.0
Azospirillum sp. TSH100,0.0
Azospirillum lipoferum,0.0
Azospirillum thiophilum,0.0
Azospirillum humicireducens,0.0
Skermanella pratensis,0.0
Acetobacter tropicalis,0.0
Methylobacterium sp. 4-46,0.0
Methylobacterium sp. 17Sr1-43,0.0
Methylobacterium sp. DM1,0.0
Mesorhizobium sp. NIBRBAC000500504,0.0
Rhizobium sp. Y9,0.0
Rhizobium leguminosarum,0.0
Rhizobium pseudoryzae,0.0
Rhizobium flavum,0.0
Rhizobium rhizoryzae,0.0
Neorhizobium sp. NCHU2750,0.0
Neorhizobium galegae,0.0
Agrobacterium tumefaciens,0.0
Agrobacterium larrymoorei,0.0
Ensifer adhaerens,0.0
Bradyrhizobium sp. BTAi1,0.0
Bradyrhizobium sp. 6(2017),0.0
Bradyrhizobium sp. SK17,0.0
Bradyrhizobium sp. CCGE-LA001,0.0
Bradyrhizobium sp. ORS 3257,0.0
Bradyrhizobium sp. 1(2017),0.0
Bradyrhizobium japonicum,0.0
Bradyrhizobium symbiodeficiens,0.0
Bradyrhizobium guangdongense,0.0
Bradyrhizobium betae,0.0
Bradyrhizobium amphicarpaeae,0.0
Bradyrhizobium guangzhouense,0.0
Bradyrhizobium guangxiense,0.0
Bosea sp. Tri-49,0.0
Bosea sp. RAC05,0.0
Rhodopseudomonas palustris,0.0
Bradyrhizobiaceae bacterium SG-6C,0.0
Acetobacter ghanensis,0.0
Acetobacter orientalis,0.0
Roseomonas gilardii,0.0
Sphingomonas panacis,0.0
Sphingomonas ginsengisoli An et al. 2013,0.0
Sphingomonas hengshuiensis,0.0
Sphingomonas melonis,0.0
Sphingomonas paucimobilis,0.0
Sphingobium sp. PAMC28499,0.0
Sphingobium sp. YG1,0.0
Sphingobium cloacae,0.0
Sphingopyxis sp. QXT-31,0.0
Sphingopyxis sp. PAMC25046,0.0
Sphingopyxis sp. EG6,0.0
Sphingopyxis sp. FD7,0.0
Sphingopyxis macrogoltabida,0.0
Sphingopyxis lindanitolerans,0.0
Sphingopyxis fribergensis,0.0
Sphingopyxis alaskensis,0.0
Altererythrobacter sp. NS1,0.0
Altererythrobacter dongtanensis,0.0
Erythrobacter seohaensis,0.0
Erythrobacter litoralis,0.0
Erythrobacter gangjinensis,0.0
Erythrobacter flavus,0.0
Erythrobacter aureus,0.0
Porphyrobacter sp. YT40,0.0
Porphyrobacter sp. CACIAM 03H1,0.0
Porphyrobacter neustonensis,0.0
Qipengyuania sediminis,0.0
Wolbachia endosymbiont of Ctenocephalides felis,0.0
Sphingomonas sanxanigenens,0.0
Sphingomonas taxi,0.0
Roseomonas sp. FDAARGOS_362,0.0
Sphingomonas koreensis,0.0
Roseomonas mucosa,0.0
Gluconobacter oxydans,0.0
Cronobacter sakazakii,0.0
Paracoccus sp. AK26,0.0
Paracoccus sp. 2251,0.0
Paracoccus sp. BM15,0.0
Paracoccus contaminans,0.0
Paracoccus sanguinis,0.0
Paracoccus pantotrophus,0.0
Paracoccus zhejiangensis,0.0
Paracoccus denitrificans,0.0
Paracoccus aminovorans,0.0
Paracoccus jeotgali,0.0
Rhodobacter sphaeroides,0.0
Octadecabacter temperatus,0.0
Stappia indica,0.0
Haematobacter massiliensis,0.0
Sphingomonas sp. IC081,0.0
Sphingomonas sp. PAMC26645,0.0
Sphingomonas sp. LK11,0.0
Sphingomonas sp. HKS19,0.0
Sphingomonas sp. FARSPH,0.0
Sphingomonas sp. XS-10,0.0
Sphingomonas sp. NIC1,0.0
Sphingomonas sp. LM7,0.0
Sphingomonas sp. AAP5,0.0
Sphingomonas insulae,0.0
Pseudescherichia vulneris,0.0
